,subject,session,run
371,1,session_E,run_1
372,1,session_E,run_1
373,1,session_E,run_1
374,1,session_E,run_1
375,1,session_E,run_1
376,1,session_E,run_1
377,1,session_E,run_1
378,1,session_E,run_1
379,1,session_E,run_1
380,1,session_E,run_1
381,1,session_E,run_1
382,1,session_E,run_1
383,1,session_E,run_1
384,1,session_E,run_2
385,1,session_E,run_2
386,1,session_E,run_2
387,1,session_E,run_2
388,1,session_E,run_2
389,1,session_E,run_2
390,1,session_E,run_2
391,1,session_E,run_2
392,1,session_E,run_2
393,1,session_E,run_2
394,1,session_E,run_2
395,1,session_E,run_2
396,1,session_E,run_2
397,1,session_E,run_2
398,1,session_E,run_2
399,1,session_E,run_2
400,1,session_E,run_2
401,1,session_E,run_2
402,1,session_E,run_2
403,1,session_E,run_2
404,1,session_E,run_2
405,1,session_E,run_2
406,1,session_E,run_2
407,1,session_E,run_2
408,1,session_E,run_2
409,1,session_E,run_2
410,1,session_E,run_2
411,1,session_E,run_2
412,1,session_E,run_2
413,1,session_E,run_2
414,1,session_E,run_2
415,1,session_E,run_2
416,1,session_E,run_2
417,1,session_E,run_2
418,1,session_E,run_2
419,1,session_E,run_2
420,1,session_E,run_2
421,1,session_E,run_2
422,1,session_E,run_2
423,1,session_E,run_2
424,1,session_E,run_2
425,1,session_E,run_2
426,1,session_E,run_2
427,1,session_E,run_2
428,1,session_E,run_2
429,1,session_E,run_2
430,1,session_E,run_2
431,1,session_E,run_2
432,1,session_E,run_3
433,1,session_E,run_3
434,1,session_E,run_3
435,1,session_E,run_3
436,1,session_E,run_3
437,1,session_E,run_3
438,1,session_E,run_3
439,1,session_E,run_3
440,1,session_E,run_3
441,1,session_E,run_3
442,1,session_E,run_3
443,1,session_E,run_3
444,1,session_E,run_3
445,1,session_E,run_3
446,1,session_E,run_3
447,1,session_E,run_3
448,1,session_E,run_3
449,1,session_E,run_3
450,1,session_E,run_3
451,1,session_E,run_3
452,1,session_E,run_3
453,1,session_E,run_3
454,1,session_E,run_3
455,1,session_E,run_3
456,1,session_E,run_3
457,1,session_E,run_3
458,1,session_E,run_3
459,1,session_E,run_3
460,1,session_E,run_3
461,1,session_E,run_3
462,1,session_E,run_3
463,1,session_E,run_3
464,1,session_E,run_3
465,1,session_E,run_3
466,1,session_E,run_3
467,1,session_E,run_3
468,1,session_E,run_3
469,1,session_E,run_3
470,1,session_E,run_3
471,1,session_E,run_3
472,1,session_E,run_3
473,1,session_E,run_3
474,1,session_E,run_3
475,1,session_E,run_3
476,1,session_E,run_3
477,1,session_E,run_3
478,1,session_E,run_3
479,1,session_E,run_3
480,1,session_E,run_4
481,1,session_E,run_4
482,1,session_E,run_4
483,1,session_E,run_4
484,1,session_E,run_4
485,1,session_E,run_4
486,1,session_E,run_4
487,1,session_E,run_4
488,1,session_E,run_4
489,1,session_E,run_4
490,1,session_E,run_4
491,1,session_E,run_4
492,1,session_E,run_4
493,1,session_E,run_4
494,1,session_E,run_4
495,1,session_E,run_4
496,1,session_E,run_4
497,1,session_E,run_4
498,1,session_E,run_4
499,1,session_E,run_4
500,1,session_E,run_4
501,1,session_E,run_4
502,1,session_E,run_4
503,1,session_E,run_4
504,1,session_E,run_4
505,1,session_E,run_4
506,1,session_E,run_4
507,1,session_E,run_4
508,1,session_E,run_4
509,1,session_E,run_4
510,1,session_E,run_4
511,1,session_E,run_4
512,1,session_E,run_4
513,1,session_E,run_4
514,1,session_E,run_4
515,1,session_E,run_4
516,1,session_E,run_4
517,1,session_E,run_4
518,1,session_E,run_4
519,1,session_E,run_4
520,1,session_E,run_4
521,1,session_E,run_4
522,1,session_E,run_4
523,1,session_E,run_4
524,1,session_E,run_4
525,1,session_E,run_4
526,1,session_E,run_4
527,1,session_E,run_4
528,1,session_E,run_5
529,1,session_E,run_5
530,1,session_E,run_5
531,1,session_E,run_5
532,1,session_E,run_5
533,1,session_E,run_5
534,1,session_E,run_5
535,1,session_E,run_5
536,1,session_E,run_5
537,1,session_E,run_5
538,1,session_E,run_5
539,1,session_E,run_5
540,1,session_E,run_5
541,1,session_E,run_5
542,1,session_E,run_5
543,1,session_E,run_5
544,1,session_E,run_5
545,1,session_E,run_5
546,1,session_E,run_5
547,1,session_E,run_5
548,1,session_E,run_5
549,1,session_E,run_5
550,1,session_E,run_5
551,1,session_E,run_5
552,1,session_E,run_5
553,1,session_E,run_5
554,1,session_E,run_5
555,1,session_E,run_5
556,1,session_E,run_5
557,1,session_E,run_5
558,1,session_E,run_5
559,1,session_E,run_5
560,1,session_E,run_5
561,1,session_E,run_5
562,1,session_E,run_5
563,1,session_E,run_5
564,1,session_E,run_5
565,1,session_E,run_5
566,1,session_E,run_5
567,1,session_E,run_5
568,1,session_E,run_5
569,1,session_E,run_5
570,1,session_E,run_5
571,1,session_E,run_5
572,1,session_E,run_5
573,1,session_E,run_5
574,1,session_E,run_5
575,1,session_E,run_5
576,2,session_T,run_0
577,2,session_T,run_0
578,2,session_T,run_0
579,2,session_T,run_0
580,2,session_T,run_0
581,2,session_T,run_0
582,2,session_T,run_0
583,2,session_T,run_0
584,2,session_T,run_0
585,2,session_T,run_0
586,2,session_T,run_0
587,2,session_T,run_0
588,2,session_T,run_0
589,2,session_T,run_0
590,2,session_T,run_0
591,2,session_T,run_0
592,2,session_T,run_0
593,2,session_T,run_0
594,2,session_T,run_0
595,2,session_T,run_0
596,2,session_T,run_0
597,2,session_T,run_0
598,2,session_T,run_0
599,2,session_T,run_0
600,2,session_T,run_0
601,2,session_T,run_0
602,2,session_T,run_0
603,2,session_T,run_0
604,2,session_T,run_0
605,2,session_T,run_0
606,2,session_T,run_0
607,2,session_T,run_0
608,2,session_T,run_0
609,2,session_T,run_0
610,2,session_T,run_0
611,2,session_T,run_0
612,2,session_T,run_0
613,2,session_T,run_0
614,2,session_T,run_0
615,2,session_T,run_0
616,2,session_T,run_0
617,2,session_T,run_0
618,2,session_T,run_0
619,2,session_T,run_0
620,2,session_T,run_0
621,2,session_T,run_0
622,2,session_T,run_0
623,2,session_T,run_0
624,2,session_T,run_1
625,2,session_T,run_1
626,2,session_T,run_1
627,2,session_T,run_1
628,2,session_T,run_1
629,2,session_T,run_1
630,2,session_T,run_1
631,2,session_T,run_1
632,2,session_T,run_1
633,2,session_T,run_1
634,2,session_T,run_1
635,2,session_T,run_1
636,2,session_T,run_1
637,2,session_T,run_1
638,2,session_T,run_1
639,2,session_T,run_1
640,2,session_T,run_1
641,2,session_T,run_1
642,2,session_T,run_1
643,2,session_T,run_1
644,2,session_T,run_1
645,2,session_T,run_1
646,2,session_T,run_1
647,2,session_T,run_1
648,2,session_T,run_1
649,2,session_T,run_1
650,2,session_T,run_1
651,2,session_T,run_1
652,2,session_T,run_1
653,2,session_T,run_1
654,2,session_T,run_1
655,2,session_T,run_1
656,2,session_T,run_1
657,2,session_T,run_1
658,2,session_T,run_1
659,2,session_T,run_1
660,2,session_T,run_1
661,2,session_T,run_1
662,2,session_T,run_1
663,2,session_T,run_1
664,2,session_T,run_1
665,2,session_T,run_1
666,2,session_T,run_1
667,2,session_T,run_1
668,2,session_T,run_1
669,2,session_T,run_1
670,2,session_T,run_1
671,2,session_T,run_1
672,2,session_T,run_2
673,2,session_T,run_2
674,2,session_T,run_2
675,2,session_T,run_2
676,2,session_T,run_2
677,2,session_T,run_2
678,2,session_T,run_2
679,2,session_T,run_2
680,2,session_T,run_2
681,2,session_T,run_2
682,2,session_T,run_2
683,2,session_T,run_2
684,2,session_T,run_2
685,2,session_T,run_2
686,2,session_T,run_2
687,2,session_T,run_2
688,2,session_T,run_2
689,2,session_T,run_2
690,2,session_T,run_2
691,2,session_T,run_2
692,2,session_T,run_2
693,2,session_T,run_2
694,2,session_T,run_2
695,2,session_T,run_2
696,2,session_T,run_2
697,2,session_T,run_2
698,2,session_T,run_2
699,2,session_T,run_2
700,2,session_T,run_2
701,2,session_T,run_2
702,2,session_T,run_2
703,2,session_T,run_2
704,2,session_T,run_2
705,2,session_T,run_2
706,2,session_T,run_2
707,2,session_T,run_2
708,2,session_T,run_2
709,2,session_T,run_2
710,2,session_T,run_2
711,2,session_T,run_2
712,2,session_T,run_2
713,2,session_T,run_2
714,2,session_T,run_2
715,2,session_T,run_2
716,2,session_T,run_2
717,2,session_T,run_2
718,2,session_T,run_2
719,2,session_T,run_2
720,2,session_T,run_3
721,2,session_T,run_3
722,2,session_T,run_3
723,2,session_T,run_3
724,2,session_T,run_3
725,2,session_T,run_3
726,2,session_T,run_3
727,2,session_T,run_3
728,2,session_T,run_3
729,2,session_T,run_3
730,2,session_T,run_3
731,2,session_T,run_3
732,2,session_T,run_3
733,2,session_T,run_3
734,2,session_T,run_3
735,2,session_T,run_3
736,2,session_T,run_3
737,2,session_T,run_3
738,2,session_T,run_3
739,2,session_T,run_3
740,2,session_T,run_3
741,2,session_T,run_3
742,2,session_T,run_3
743,2,session_T,run_3
744,2,session_T,run_3
745,2,session_T,run_3
746,2,session_T,run_3
747,2,session_T,run_3
748,2,session_T,run_3
749,2,session_T,run_3
750,2,session_T,run_3
751,2,session_T,run_3
752,2,session_T,run_3
753,2,session_T,run_3
754,2,session_T,run_3
755,2,session_T,run_3
756,2,session_T,run_3
757,2,session_T,run_3
758,2,session_T,run_3
759,2,session_T,run_3
760,2,session_T,run_3
761,2,session_T,run_3
762,2,session_T,run_3
763,2,session_T,run_3
764,2,session_T,run_3
765,2,session_T,run_3
766,2,session_T,run_3
767,2,session_T,run_3
768,2,session_T,run_4
769,2,session_T,run_4
770,2,session_T,run_4
771,2,session_T,run_4
772,2,session_T,run_4
773,2,session_T,run_4
774,2,session_T,run_4
775,2,session_T,run_4
776,2,session_T,run_4
777,2,session_T,run_4
778,2,session_T,run_4
779,2,session_T,run_4
780,2,session_T,run_4
781,2,session_T,run_4
782,2,session_T,run_4
783,2,session_T,run_4
784,2,session_T,run_4
785,2,session_T,run_4
786,2,session_T,run_4
787,2,session_T,run_4
788,2,session_T,run_4
789,2,session_T,run_4
790,2,session_T,run_4
791,2,session_T,run_4
792,2,session_T,run_4
793,2,session_T,run_4
794,2,session_T,run_4
795,2,session_T,run_4
796,2,session_T,run_4
797,2,session_T,run_4
798,2,session_T,run_4
799,2,session_T,run_4
800,2,session_T,run_4
801,2,session_T,run_4
802,2,session_T,run_4
803,2,session_T,run_4
804,2,session_T,run_4
805,2,session_T,run_4
806,2,session_T,run_4
807,2,session_T,run_4
808,2,session_T,run_4
809,2,session_T,run_4
810,2,session_T,run_4
811,2,session_T,run_4
812,2,session_T,run_4
813,2,session_T,run_4
814,2,session_T,run_4
815,2,session_T,run_4
816,2,session_T,run_5
817,2,session_T,run_5
818,2,session_T,run_5
819,2,session_T,run_5
820,2,session_T,run_5
821,2,session_T,run_5
822,2,session_T,run_5
823,2,session_T,run_5
824,2,session_T,run_5
825,2,session_T,run_5
826,2,session_T,run_5
827,2,session_T,run_5
828,2,session_T,run_5
829,2,session_T,run_5
830,2,session_T,run_5
831,2,session_T,run_5
832,2,session_T,run_5
833,2,session_T,run_5
834,2,session_T,run_5
835,2,session_T,run_5
836,2,session_T,run_5
837,2,session_T,run_5
838,2,session_T,run_5
839,2,session_T,run_5
840,2,session_T,run_5
841,2,session_T,run_5
842,2,session_T,run_5
843,2,session_T,run_5
844,2,session_T,run_5
845,2,session_T,run_5
846,2,session_T,run_5
847,2,session_T,run_5
848,2,session_T,run_5
849,2,session_T,run_5
850,2,session_T,run_5
851,2,session_T,run_5
852,2,session_T,run_5
853,2,session_T,run_5
854,2,session_T,run_5
855,2,session_T,run_5
856,2,session_T,run_5
857,2,session_T,run_5
858,2,session_T,run_5
859,2,session_T,run_5
860,2,session_T,run_5
861,2,session_T,run_5
862,2,session_T,run_5
863,2,session_T,run_5
864,2,session_E,run_0
865,2,session_E,run_0
866,2,session_E,run_0
867,2,session_E,run_0
868,2,session_E,run_0
869,2,session_E,run_0
870,2,session_E,run_0
871,2,session_E,run_0
872,2,session_E,run_0
873,2,session_E,run_0
874,2,session_E,run_0
875,2,session_E,run_0
876,2,session_E,run_0
877,2,session_E,run_0
878,2,session_E,run_0
879,2,session_E,run_0
880,2,session_E,run_0
881,2,session_E,run_0
882,2,session_E,run_0
883,2,session_E,run_0
884,2,session_E,run_0
885,2,session_E,run_0
886,2,session_E,run_0
887,2,session_E,run_0
888,2,session_E,run_0
889,2,session_E,run_0
890,2,session_E,run_0
891,2,session_E,run_0
892,2,session_E,run_0
893,2,session_E,run_0
894,2,session_E,run_0
895,2,session_E,run_0
896,2,session_E,run_0
897,2,session_E,run_0
898,2,session_E,run_0
899,2,session_E,run_0
900,2,session_E,run_0
901,2,session_E,run_0
902,2,session_E,run_0
903,2,session_E,run_0
904,2,session_E,run_0
905,2,session_E,run_0
906,2,session_E,run_0
907,2,session_E,run_0
908,2,session_E,run_0
909,2,session_E,run_0
910,2,session_E,run_0
911,2,session_E,run_0
912,2,session_E,run_1
913,2,session_E,run_1
914,2,session_E,run_1
915,2,session_E,run_1
916,2,session_E,run_1
917,2,session_E,run_1
918,2,session_E,run_1
919,2,session_E,run_1
920,2,session_E,run_1
921,2,session_E,run_1
922,2,session_E,run_1
923,2,session_E,run_1
924,2,session_E,run_1
925,2,session_E,run_1
926,2,session_E,run_1
927,2,session_E,run_1
928,2,session_E,run_1
929,2,session_E,run_1
930,2,session_E,run_1
931,2,session_E,run_1
932,2,session_E,run_1
933,2,session_E,run_1
934,2,session_E,run_1
935,2,session_E,run_1
936,2,session_E,run_1
937,2,session_E,run_1
938,2,session_E,run_1
939,2,session_E,run_1
940,2,session_E,run_1
941,2,session_E,run_1
942,2,session_E,run_1
943,2,session_E,run_1
944,2,session_E,run_1
945,2,session_E,run_1
946,2,session_E,run_1
947,2,session_E,run_1
948,2,session_E,run_1
949,2,session_E,run_1
950,2,session_E,run_1
951,2,session_E,run_1
952,2,session_E,run_1
953,2,session_E,run_1
954,2,session_E,run_1
955,2,session_E,run_1
956,2,session_E,run_1
957,2,session_E,run_1
958,2,session_E,run_1
959,2,session_E,run_1
960,2,session_E,run_2
961,2,session_E,run_2
962,2,session_E,run_2
963,2,session_E,run_2
964,2,session_E,run_2
965,2,session_E,run_2
966,2,session_E,run_2
967,2,session_E,run_2
968,2,session_E,run_2
969,2,session_E,run_2
970,2,session_E,run_2
971,2,session_E,run_2
972,2,session_E,run_2
973,2,session_E,run_2
974,2,session_E,run_2
975,2,session_E,run_2
976,2,session_E,run_2
977,2,session_E,run_2
978,2,session_E,run_2
979,2,session_E,run_2
980,2,session_E,run_2
981,2,session_E,run_2
982,2,session_E,run_2
983,2,session_E,run_2
984,2,session_E,run_2
985,2,session_E,run_2
986,2,session_E,run_2
987,2,session_E,run_2
988,2,session_E,run_2
989,2,session_E,run_2
990,2,session_E,run_2
991,2,session_E,run_2
992,2,session_E,run_2
993,2,session_E,run_2
994,2,session_E,run_2
995,2,session_E,run_2
996,2,session_E,run_2
997,2,session_E,run_2
998,2,session_E,run_2
999,2,session_E,run_2
1000,2,session_E,run_2
1001,2,session_E,run_2
1002,2,session_E,run_2
1003,2,session_E,run_2
1004,2,session_E,run_2
1005,2,session_E,run_2
1006,2,session_E,run_2
1007,2,session_E,run_2
1008,2,session_E,run_3
1009,2,session_E,run_3
1010,2,session_E,run_3
1011,2,session_E,run_3
1012,2,session_E,run_3
1013,2,session_E,run_3
1014,2,session_E,run_3
1015,2,session_E,run_3
1016,2,session_E,run_3
1017,2,session_E,run_3
1018,2,session_E,run_3
1019,2,session_E,run_3
1020,2,session_E,run_3
1021,2,session_E,run_3
1022,2,session_E,run_3
1023,2,session_E,run_3
1024,2,session_E,run_3
1025,2,session_E,run_3
1026,2,session_E,run_3
1027,2,session_E,run_3
1028,2,session_E,run_3
1029,2,session_E,run_3
1030,2,session_E,run_3
1031,2,session_E,run_3
1032,2,session_E,run_3
1033,2,session_E,run_3
1034,2,session_E,run_3
1035,2,session_E,run_3
1036,2,session_E,run_3
1037,2,session_E,run_3
1038,2,session_E,run_3
1039,2,session_E,run_3
1040,2,session_E,run_3
1041,2,session_E,run_3
1042,2,session_E,run_3
1043,2,session_E,run_3
1044,2,session_E,run_3
1045,2,session_E,run_3
1046,2,session_E,run_3
1047,2,session_E,run_3
1048,2,session_E,run_3
1049,2,session_E,run_3
1050,2,session_E,run_3
1051,2,session_E,run_3
1052,2,session_E,run_3
1053,2,session_E,run_3
1054,2,session_E,run_3
1055,2,session_E,run_3
1056,2,session_E,run_4
1057,2,session_E,run_4
1058,2,session_E,run_4
1059,2,session_E,run_4
1060,2,session_E,run_4
1061,2,session_E,run_4
1062,2,session_E,run_4
1063,2,session_E,run_4
1064,2,session_E,run_4
1065,2,session_E,run_4
1066,2,session_E,run_4
1067,2,session_E,run_4
1068,2,session_E,run_4
1069,2,session_E,run_4
1070,2,session_E,run_4
1071,2,session_E,run_4
1072,2,session_E,run_4
1073,2,session_E,run_4
1074,2,session_E,run_4
1075,2,session_E,run_4
1076,2,session_E,run_4
1077,2,session_E,run_4
1078,2,session_E,run_4
1079,2,session_E,run_4
1080,2,session_E,run_4
1081,2,session_E,run_4
1082,2,session_E,run_4
1083,2,session_E,run_4
1084,2,session_E,run_4
1085,2,session_E,run_4
1086,2,session_E,run_4
1087,2,session_E,run_4
1088,2,session_E,run_4
1089,2,session_E,run_4
1090,2,session_E,run_4
1091,2,session_E,run_4
1092,2,session_E,run_4
1093,2,session_E,run_4
1094,2,session_E,run_4
1095,2,session_E,run_4
1096,2,session_E,run_4
1097,2,session_E,run_4
1098,2,session_E,run_4
1099,2,session_E,run_4
1100,2,session_E,run_4
1101,2,session_E,run_4
1102,2,session_E,run_4
1103,2,session_E,run_4
1104,2,session_E,run_5
1105,2,session_E,run_5
1106,2,session_E,run_5
1107,2,session_E,run_5
1108,2,session_E,run_5
1109,2,session_E,run_5
1110,2,session_E,run_5
1111,2,session_E,run_5
1112,2,session_E,run_5
1113,2,session_E,run_5
1114,2,session_E,run_5
1115,2,session_E,run_5
1116,2,session_E,run_5
1117,2,session_E,run_5
1118,2,session_E,run_5
1119,2,session_E,run_5
1120,2,session_E,run_5
1121,2,session_E,run_5
1122,2,session_E,run_5
1123,2,session_E,run_5
1124,2,session_E,run_5
1125,2,session_E,run_5
1126,2,session_E,run_5
1127,2,session_E,run_5
1128,2,session_E,run_5
1129,2,session_E,run_5
1130,2,session_E,run_5
1131,2,session_E,run_5
1132,2,session_E,run_5
1133,2,session_E,run_5
1134,2,session_E,run_5
1135,2,session_E,run_5
1136,2,session_E,run_5
1137,2,session_E,run_5
1138,2,session_E,run_5
1139,2,session_E,run_5
1140,2,session_E,run_5
1141,2,session_E,run_5
1142,2,session_E,run_5
1143,2,session_E,run_5
1144,2,session_E,run_5
1145,2,session_E,run_5
1146,2,session_E,run_5
1147,2,session_E,run_5
1148,2,session_E,run_5
1149,2,session_E,run_5
1150,2,session_E,run_5
1151,2,session_E,run_5
